pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_米面类
2022-12-17,3.45,351,5,12,-0.23867276600594997,0.9711000518829505,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-18,3.45,352,6,12,-0.22192151300416674,0.9750645322571945,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-19,3.45,353,0,12,-0.20510449986861926,0.9787400799669153,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-20,3.45,354,1,12,-0.1882267098432439,0.9821256058680006,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-21,3.45,355,2,12,-0.1712931441814778,0.9852201067560606,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-22,3.45,356,3,12,-0.154308820664281,0.9880226656636976,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-23,3.45,357,4,12,-0.13727877211326517,0.9905324521322227,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-24,3.45,358,5,12,-0.12020804489935275,0.9927487224577402,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-25,3.45,359,6,12,-0.10310169744743544,0.9946708199115211,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-26,3.45,360,0,12,-0.0859647987374467,0.9962981749346077,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-27,3.45,361,1,12,-0.06880242680232064,0.9976303053065857,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-28,3.45,362,2,12,-0.05161966722325418,0.9986668162884759,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-29,3.45,363,3,12,-0.034421611622745804,0.9994074007397048,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-30,3.45,364,4,12,-0.01721335615583528,0.9998518392091162,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-31,3.45,365,5,12,6.432490598706546e-16,1.0,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-01,3.45,1,6,1,0.017213356155834685,0.9998518392091162,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-02,3.45,2,0,1,0.03442161162274574,0.9994074007397048,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-03,3.45,3,1,1,0.051619667223253764,0.998666816288476,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-04,3.45,4,2,1,0.06880242680231986,0.9976303053065857,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-05,3.45,5,3,1,0.08596479873744647,0.9962981749346078,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-06,3.45,6,4,1,0.10310169744743485,0.9946708199115211,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-07,3.45,7,5,1,0.1202080448993527,0.9927487224577402,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-08,3.45,8,6,1,0.13727877211326478,0.9905324521322229,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-09,3.45,9,0,1,0.15430882066428117,0.9880226656636976,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-10,3.45,10,1,1,0.1712931441814776,0.9852201067560606,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-11,3.45,11,2,1,0.1882267098432442,0.9821256058680006,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-12,3.45,12,3,1,0.2051044998686192,0.9787400799669153,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-13,3.45,13,4,1,0.2219215130041655,0.9750645322571948,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-14,3.45,14,5,1,0.2386727660059501,0.9711000518829505,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-15,3.45,15,6,1,0.255353295116187,0.9668478136052775,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-16,3.45,16,0,1,0.2719581575341055,0.9623090774541486,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-17,3.45,17,1,1,0.288482432880609,0.9574851883550393,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-18,3.45,18,2,1,0.30492122465628907,0.9523775757303974,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-19,3.45,19,3,1,0.3212696616923644,0.9469877530760753,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-20,3.45,20,4,1,0.3375228995941133,0.9413173175128471,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-21,3.45,21,5,1,0.3536761221763716,0.9353679493131483,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-22,3.45,22,6,1,0.3697245428906731,0.9291414114031743,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-23,3.45,23,0,1,0.38566340624360707,0.9226395488404876,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-24,3.45,24,1,1,0.401487989205973,0.9158642882672872,3.45,3.45,3.45,3.45,3.45,True,True
2023-01-25,3.45,25,2,1,0.4171936026123168,0.9088176373395029,3.45,3.45,3.45,3.45,3.45,True,True
